,カード名,種類,☆,属性,種族,攻撃力,守備力,パスワード,効果・説明
6318,虹光の宣告者,S効果,4,光,天使,600,1000,79606837,チューナー＋チューナー以外のモンスター１体以上(1)：このカードがモンスターゾーンに存在する限り、お互いの手札・デッキから墓地へ送られるモンスターは墓地へは行かず除外される。(2)：モンスターの効果・魔法・罠カードが発動した時、このカードをリリースして発動できる。その発動を無効にし破壊する。(3)：このカードが墓地へ送られた場合に発動できる。デッキから儀式モンスター１体または儀式魔法カード１枚を手札に加える。
6319,ダーク・リベリオン・エクシーズ・ドラゴン,X効果,4,闇,ドラゴン,2500,2000,16195942,レベル４モンスター×２(1)：このカードのＸ素材を２つ取り除き、相手フィールドの表側表示モンスター１体を対象として発動できる。そのモンスターの攻撃力を半分にし、その数値分このカードの攻撃力をアップする。
6320,星輝士 トライヴェール,X効果,4,光,戦士,2100,2500,42589641,レベル４「テラナイト」モンスター×３このカードをＸ召喚するターン、自分は「テラナイト」モンスターしか特殊召喚できない。(1)：このカードがＸ召喚に成功した場合に発動する。このカード以外のフィールドのカードを全て持ち主の手札に戻す。(2)：１ターンに１度、このカードのＸ素材を１つ取り除いて発動できる。相手の手札をランダムに１枚選んで墓地へ送る。(3)：Ｘ素材を持ったこのカードが墓地へ送られた場合、自分の墓地の「テラナイト」モンスター１体を対象として発動できる。そのモンスターを特殊召喚する。
6321,ワンダー・バルーン,永続魔法,,,,,,78574395,(1)：１ターンに１度、手札を任意の枚数墓地へ送って発動できる。墓地へ送ったその枚数分だけ、このカードにバルーンカウンターを置く。(2)：このカードが魔法＆罠ゾーンに存在する限り、相手フィールドのモンスターの攻撃力は、このカードのバルーンカウンターの数×３００ダウンする。
6322,モノマネンド,通常魔法,,,,,,05972394,「モノマネンド」は１ターンに１枚しか発動できない。(1)：相手フィールドにモンスターが存在する場合、自分フィールドのレベル２以下の表側守備表示モンスター１体を対象として発動できる。その同名モンスター１体をデッキから守備表示で特殊召喚する。この効果で特殊召喚したモンスターは、フィールドから離れた場合に除外される。
6323,ドロー・マッスル,速攻魔法,,,,,,41367003,「ドロー・マッスル」は１ターンに１枚しか発動できない。(1)：自分フィールドの守備力１０００以下の表側守備表示モンスター１体を対象として発動できる。自分はデッキから１枚ドローする。そのモンスターはこのターン戦闘では破壊されない。
6324,マジカル・スター・イリュージョン,通常魔法,,,,,,18752707,(1)：自分フィールドのモンスターの数が相手フィールドのモンスターの数以下の場合に発動できる。自分及び相手フィールドのモンスターの攻撃力は、ターン終了時までそのモンスターのコントローラーのフィールドのモンスターのレベルの合計×１００アップする。
6325,独奏の第１楽章,通常魔法,,,,,,44256816,「独奏の第１楽章」は１ターンに１枚しか発動できず、このカードを発動するターン、自分は「幻奏」モンスターしか特殊召喚できない。(1)：自分フィールドにモンスターが存在しない場合に発動できる。手札・デッキからレベル４以下の「幻奏」モンスター１体を特殊召喚する。
6326,トイポット,永続魔法,,,,,,70245411,(1)：１ターンに１度、手札を１枚捨てて発動できる。自分はデッキから１枚ドローし、お互いに確認する。確認したカードが「ファーニマル」モンスターだった場合、手札からモンスター１体を特殊召喚できる。違った場合、そのドローしたカードを捨てる。(2)：このカードが墓地へ送られた場合に発動できる。デッキから「エッジインプ・シザー」１体または「ファーニマル」モンスター１体を手札に加える。
6327,機殻の生贄【制限カード】,装備魔法,,,,,,17639150,「クリフォート」モンスターのみに装備可能。(1)：装備モンスターの攻撃力は３００アップし、戦闘では破壊されない。(2)：「クリフォート」モンスターをアドバンス召喚する場合、装備モンスターは２体分のリリースにできる。(3)：このカードがフィールドから墓地へ送られた場合に発動できる。デッキから「クリフォート」モンスター１体を手札に加える。
6328,機殻の要塞,ﾌｨｰﾙﾄﾞ魔法,,,,,,43034264,(1)：このカードがフィールドゾーンに存在する限り、自分は通常召喚に加えて１度だけ、自分メインフェイズに「クリフォート」モンスター１体を召喚できる。(2)：このカードがフィールドゾーンに存在する限り、「クリフォート」モンスターの召喚は無効化されない。
6329,星守る結界,ﾌｨｰﾙﾄﾞ魔法,,,,,,70422863,(1)：フィールドの「テラナイト」Ｘモンスターの攻撃力・守備力はそのＸ素材の数×２００アップする。(2)：自分フィールドの「テラナイト」Ｘモンスターが攻撃対象に選択された時、手札の「テラナイト」カード１枚を墓地へ送って発動できる。その攻撃を無効にする。
